health	Moto moko amonani na Ebola ne Beni	"Moko moko amonani na Ebola na Beni, na Nord-Kivu, mikolo tuku mitano na mibale nsima na moto ya suka azwamaki, elobi bayi Comité multisectoriel ya bitumba na Ebola (CMRE) na liyebisi. Moto yango azawami na bokono boye ntango etikalaki mikolo mibale yambo bakambi ya ekolo Congo démocraique mpe baye ba OMS (Mabongisami ma molongo mpo na bokolongono) basakola suka ya bokono bwa Ebolana monyele ya mboka. ""Mampinga ma biso mawuti kosakola o’mokolo mwa mitano le 10 avril 2020 moto ya sika amonani na bokono ya virus Ebola na etuka ya Nord-Kivu na Beni,"" elakisi liyebisi ya CMRE. ""Ezali elenge mobali ya mibu 26 na territoire ya Beni."" ebakisi liyebisi. Mikolo mileki, Dr Jean-Jacques Muyembe ayebisaki ete manso mabongisami mpo kosakola suka na Ebola na est ya RDC, kasi atalisaki kobangi ete bato babisami na Ebola bakoki kopesa bokono boye na bosangani ya nzoto na bato bazali nzoto kolongono."	https://www.voalingala.com/a/moto-moko-amonani-na-ebola-ne-beni/5367602.html
sports	Ba Léopards bakweyi na ¼ de finale na Nigeria 46-79	Afrobasket ya basi… Ba Léopards seniors bakweyisami 46 à 79 liboso ya équipe nationale ya Nigeria, na quarts ya finale ya 24e edition ya championnat ya finale ya ezali kobetama na Dakar na Sénégal. Basani ya Congo démocratique basukisi awa nzela na bango na compétition eye. Balongaki se match moko, na Cap Vert, o'mokolo ya misato moleki, na match ya barrage ya koleka na quarts ya finales (78 à 46) liboso ya Cap-Vert. Nzokande ba Léopards balongaki te ba matches na bango babale yambo. Bakweyaki liboso ya ba Palanca Negras ya Angola mpe ya équipe nationale ya Mali.	https://www.voalingala.com/a/ba-l%C3%A9opards-bakweyi-na-%C2%BC-de-finale-na-nigeria-46-79/5043491.html
health	"Basali sambo ya bitumba na Ebola batindami na bazuzi mpo ""mombongo"" na nsima na bokono boye, elobi Dr. Eteni"	"Basali sambo ya bitumba na Ebola na Mbandaka, na Equateur, batindami na bazuzi na mikano ya kobundisa ""mombongo na nzima ya bokono"", elobi ministre ya Bokolongono, Dr. Eteni Longondo. Dr. Eteni asakoli na liyebisi ete bolukiluki bozali kosalama mpo na kosukisa mombongo na nsima ya Ebola. Mposo moleki, ba ntoma ya Etats-Unis, Canada mpe Royaume Uni bapamelaki kaniaka mpe moyibi bakutaki kosalama na bitumba na Ebola ya mbala zomi ezali kongala na Equateur esika wapi balekisaki pene na mposo moko. ""Bana ba RDC balembi kaniaka,"" ekomaki na liyebisi ban toma baye. Koleka bato 60 bakufi na Ebola na Equateur mpe bato 134 nde bayebani kozala na yango. ""Na Mbadaka, bato 4.000 batindamaki mpo na Ebola kasi na esika ya mosala bazalaki kaka 120. Mpo na nini bato 4.000 ?"" emitunaki na Top Congo ntoma ya Canada, Nicolas Simard. Nkombo ya ""mombongo ya Ebola"" ebengamaki na Ebola ya mbala 10 engalaki na monyele epayi wapi bato 2.000 bakufaki na pene na mibu mibale. Etats-Unis epesa 600 millions $ mpo na kobundisa Ebola na monyele ya RDC, yango nde Ebola ya mibale na makasi koleka na lisitwale na mokili. Royaume Uni nde epesa 250 millions $ mpe Canada, 135 millions $."	https://www.voalingala.com/a/basali-sambo-ya-bitumba-na-ebola-batindami-na-bazuzi-mpo-mombongo-na-nsima-na-bokono-boye-elobi-dr-eteni/5592365.html
politics	Christophe Lutundula asengi kimya nsima na koyoka ntoma ya Inde mpo na liwa lya étudiant congolaise	"Vice-Premier ministre ya mambi ya Bikolo bya bapaya, Christophe Lutundula asengi na bana ba RDC koboya kosala mabe na ba Indiens kolanda ndimbola ntoma ya Inde apesaki mercredi na Kinshasa M. Lutundula abengisaki mercredi na bureau na ye ntomba ya Inde na Kinshasa mpo etali liwa ya étudiant ya RDC akufaki nsima na bokangami mposo moleki na Bangalore, na sud ya Inde. ""Boluka te kosala mabe na ba Indiens baye bavandaka na RDC. Tozalaka na bango awa, totambolaka na bango mpe toliaka na bango ezalaka na Kinshasa, na Lubumbashi to bisika misusu. Ezali malamu te kosala bango mabe,"" elobaki M. Lutundula. M. Lutundula alobi ete chargé ya mission ya ambassade ya RDC elobi ete Joel Malu Shindani abundaki nde na policiers mpe azalaki na moninga mosusu oyo akimaki. Ntoma ya Inde alimbolaki na M. Lutundula ete étudiant congolais yango, Joel Malu shindani akufaki nsima na lopitalo nsima na koyoka mpasi na bokangami na ye na police. Etudiant Joel Malu akangamaki o;mokolo mwa mposo na lopipi to drogue epekisama na nkombo Ecstasy. Ntoma ya Inde alobi ete étudiant Joel Malu akweyaki na motambo ya police. ""Batelemeka l’Etat te… Ndenge moko mpe, tosengi na bayi RDC bazali na Inde kotosa mibekomya mya kuna,"" elobi M. Lutundula. Ntoma ya Inde alobi ete bolukiluki bozali kosalama mpo na koyeba na bozindo nini mpenza elekaki. Minganga basalaki autopsie na nzoto ya Joel Malu mercredi mpe bakopesa rapport na bango kasi mbulamatari ya Inde ekolandela babomi mpe ekozwa mokumba ya liwa ya Joel Malu, elimboli M. Lutundula. Na Kinshasa mpa na Lubumbashi, police epzanaki mercredi bavandi baike baye basilikaki mpe bamekaki kopunza magazini ya ba Indiens. Lundi, bilenge baike ba Afrika basalaki eyoma na Inde nsima na kozwa sango ya liwa lya Joe Malu kasi police ebetaki bayike mpe basusu bazokaki. Joe L Malu azalaki na mibu 27, azwaka diplôme ya licence ya management mpe azalaki kotanga informatique. Ezali mbala ya liboso te ete RDC to Afrika bakufa na monyokoli to kobetama na Inde. Mibu miike mileki elenge mwasi moko akatamaka mike mike na mobali na ye oyo awutaki kobala ye na Kinshasa mpe amemaki ye na Inde mboka na ye."	https://www.voalingala.com/a/christophe-lutundula-asengi-kimya-nsima-na-koyoka-ntoma-ya-inde-mpo-na-liwa-lya-%C3%A9tudiant-congolaise/5991027.html
sports	TOTALA na VOA Basketball Africa League (BAL): ba équipes ya Afrika bakondongwana wuto le 16 mai na Kigali	VOA ekolakisa mpe ekopesa sango ya Basketball Africa League (BAL) ya yambo ekobetama wuto le 16 kino le 30 mai 2021 na Kigali, Na Rwanda. Ekozala exclusivité. Ba clubs 12 ya bakesball ya mibali bakondongwana na édition ya yambo ya BAL. BAL ezali likanisi lya NBA (National Basketball Association), ligue nationale ya basketball ya Etats-Unis mpo na Afrika. Esengealaki ebetama wuto le 13 mars 2020 na Dakar, Sénégal, kasi esalamaki lisusu te mpo na bokono bwa COVID-19 bozali kongala na mokili. Esalami na boyokani kati na Fédération internationale ya basketball na NBA, Ba clubs 12 ya Afrika nde bakozala. Bakowuta Algérie, Angola, Cameroun, Égypte, Madagascar, Mali, Maroc, Mozambique, Nigeria, Rwanda, Sénégal mpe Tunisie. Ezali momekano NBA ya yambo ezali kobetisa libanda lya Amérique ya Nord. Groupe A Groupe B Groupe C	https://www.voalingala.com/a/totala-na-voa-basketball-africa-league-(bal)-ba-%C3%A9quipes-ya-afrika-bakondongwana-wuto-le-16-mai-na-kigali-/5889709.html
business	Etats-Unis elongoli motango ya $250 ya visa non-immigrant mpo na ba Congolais	"Ambassade ya Etats-Unis esakoli ete bana ya ekolo Congo démocratique bakofuta lisusu te $250 ya misolo mpo na visa non-migrant. Kasi bakofuta $160 mpo na visas ya tourisme to business, eyebisii ambassade ya Etats-Unis. Ezali ""mokano Etats-Unis ezongiseli RDC"", kolanda lisakoli ya Etats-Unis. ""Boyokani bwa biso (USA-RDC) ya makasi bopesi nzela na mbongwaka boye,"" ekomi ambassade na compte Twitter na yango. Ambassade ya Etats-Unis elobi mpe lisusu ete consule na yango Chrsitne Fagan azali kopesa passeports na baye basengaki kosala mobembo. Kasi ambassae ya Etats-Unis ekebisi baye basalaki mobembo na Chine na mikolo 14 mileki mpo bokoti bwa bango na Etats-Unis bopekisami mikolo miye likolo ya bokono bwa coronavirus. Meko moye motali te baye bazalaki na Hongo Kong mpe Macao, esakoli ambassade ya Etats-Unis. Président Félix Tshisekedi azali na Etats-Unis wuto mokolo mwa eyenga mpe akutanaki na secrétaire d'Etat Mike Pompeo o'mokolo mwa mibale. M. Pompeo alakaki lisusu lisungi ya Etats-Unis na misala ya M. Tshisekedi."	https://www.voalingala.com/a/etats-unis-elongoli-motango-ye-250-ya-visa-non-immigrant-mpo-na-ba-congolais/5315446.html
sports	Ba Léopards bakoki koleka na 8e de finales	Basani ya Congo démocratique balongi 4-0 ba Warriors ya Zimbabwe dimanche na Caire na phase finale ya Coupe d’Afrique des nations. Elonga na bango etieyi bango na esika ya koleka, kasi bakosengela kozela ba 3es ya ba groupes misusu bayebana. Ba Léopards bazali 3e ya groupe A, na 3 points, na zéro goal average. Na esika tozali, Guinée ya groupe B azali 3e, akokisi 4 points, na +1 goal average, na 3 matches. Esengeli kozela Afrique du Sud nsima na match na ye lundi na Maroc. Afrique du Sud ezali na 3 points, na goal average zéro. Kasi ezali na match moko ekobeta. Kenya mpe lisusu ezali kati baye bazelami. Kenya ekobeta lobi na Sénégal. Kenya ezali 3 points na goal average -1. Na match bango balongi na ba Warriors ya Zimbabwe, ba Léopards bafungolaki mongete na 4’ na Jonathan Bolingi. Cédrick Bakambu atiyaki mbala mibale, na 34’ mpe na 65’ (pénalty). Britt Assombalanga nde asukisaki na 78’.	https://www.voalingala.com/a/ba-l%C3%A9opards-bakoki-koleka-na-8e-de-finales-nsima-na-elonga-4-0-na-zimbabwe/4979803.html
health	COVID-19 :Misala mizongeli na Kolwezi nsima na mikolo mibale ya bokangami	Misala mizongi na Kolwezi, engumba mokonzi ya etuka ya Lualaba nsima na mikolo mibale ya botelemisama mpo na kopekisa bokoti mpe bopanzani bwa coronavirus ya sika. Mokambi ya etuka ya Lualaba, Richard Muyej akundoli ete mikolo mibale miye mitiyamaki mpo na kopesa nzela na misala ya kokengela mpe kolandela bitumba na COVID-19. M. Muyej ayebisi mpe ete ezalaki mpo na koluka mpe kozwa bato banso bawuta Kinshasa epayi bokono to pandemie eye esikotaki mpe ebandi kosala mbeba.	https://www.voalingala.com/a/covid-19-misala-mizongeli-na-kolwezi-nsima-na-mikolo-mibale-ya-bokangami/5347043.html
politics	Denis Kadima : Réseau européen mpo na Afrika ya kati (EurAc) esengi UE koboya mobulu na RDC	"Réseau européen mpo na Afrika ya kati (EurAc) na baye bazali kati na yango basepeli te ete bobonami ya mokambi ya sika ya CENI Denis Kadima bosalami na bozangi boyokani to consensus, ekomi bayi EurAc. ""Union européenne (UE) esengeli kosala nyonso mpo koboya matata to nkwokoso ya politiki ya makasi eye ekoki kobebisa bosali ya maponami na kimya na 2023,"" ekomi bayi EueAc na liyebisi na bango.. EurAc ebimisi liyebisi lyango nsima na Denis Kadima mokambi ya sika ya CENI kolaki ndayi mpo na kokota o’mosala ntango nungu ngungu ezali mingi kati na bapekispo ya Katoliko, ba misioni mpe bayi opposition. Mangomba mapolitiki ya Lamuka, ngambo ya Martin Fayulu na Adoplhe Muzito, elongo na bayi FCC ya mokonzi ya kala Josepha Kabila, na bosangani ya bayi katoliko mpe bamisioni balaki kotika o’balabal omokolo mwa mposo mpo na koboya Denis Kadima mpe kosenga boyokani na mobeko ya maponami. ""Soki mikano mizwami te na lombango mpo na kokitisa bobendani mpe kozongisa bondimam ya ban aya RDC na malamu mpe bonsomi ya misala mya maponami, RDC ezali na likama ya kokweya na nkwokoso ya makasi,"" ekebisi bayi EurAc. Président Félix Tshisekedi esengeli akitisa mitema mya bana ba Congo mpe kosala nyonso na makoki ma ye mpo na kotosa mikolo Buku likonzi etia mpo na bosamali ya maponami ya 2023 mpe kosala ete mazala malamu, ebakisi EurAc. Nzonka nde, Christophe Mboso Nkodia oyo azali moko na bayi Union sacrée na président Tshisekedi, ye alaki kosala milulu na velodrome se mokolo mwa mposo yango mpo na kolimbola ndenge amemi makambo. "	https://www.voalingala.com/a/denis-kadima-r%C3%A9seau-europ%C3%A9en-mpo-na-afrika-ya-kati-(eurac)-esengi-ue-koboya-mobulu-na-rdc/6289544.html
politics	Maponami na Amerika 2020 : Bondongwani bwa yambo na television	Totala bondongwani bwa yambo kati na candidat ya ba démocrates, vice-président ya kala Joe Biden na oyo ya ba républicains, président Donald Trump, le 19 septembre na 21 heures ngonga ya est ya Etats-Unis to le 30 septembre na 1 heure TU. #VOAElections2020 #election#VOAElections2020 #election Bondongwani bwango bokosala na pavillon Sheila and Eric Samson Pavilion na campus ya Case Western University & The Cleveland Clinic. Chris Wallace, mokambi linaka lya televion na Fox News Saunday, nde akomema masolo kati na ba candidats babale. Ezali wuto 1998 nde Commission ya bondongwani yambo na maponami ma mokonzi ya mboka nde esimbaka bondogwani y aba candidats na présidentielle mpe kati na bato babale bakoki kozala ba vice-présidents. Ekowumela 90 minutes. Mama na likambo motoba nde kolobelama. 15 minutes na mokoko.	https://www.voalingala.com/a/maponami-na-amerika-2020-bondongwani-bwa-yambo-na-television/5601972.html
politics	"PPRD ebengi ""Fake News"" bobotoli passeport mpe bopekisi Ramazani Shadary kozwa avion"	"PPRD, lingomba ya mokonzi ya kala Joseph Kabila ewangani ete Emmanuel Ramazani Shadary na Marcellin Cishambo bapekisami kozwa mpepo mpe babotalami ba passeports diplomatiques. Elobi ezali lokuta, ""Fake news"". ""Bato bayeba ete ezali 'Fake news' (sango ya lokuta) esalami ya kosalama,"" ekomi PPRD na Twitter. Nzokande basali baiike na libanda ya mpepo bandimi, kolanda AFP mpe media misusu, ete Ramazami, secrétaire permanent ya lingo eye mpe candidat ya FCC (Front commun pour le Congo) na maponami ya mokonzi ya mboka ya le 30 décembre 2018, na mokambi ya kala ya Sud-Kivu, Marcellin Cishambo babotolami ba passeports mpe bapekisami kozwa avion mpo na kokende Kenya. Moko na bakonzi ya DGM (Direction générale ya migration) ayebisi AFP ete Emmanuel Ramazani Shadary na Marcellin Cishambo bapekisamaki komata na mpepo ya Ethiopian Airlines mpo bazalaki na ba passeports diplomatiques ntango bazali lisusu te na bokonzi. ""Mpo etali mosala ya Ramazani Shadary, ekomami (na passeport) vice-Premier ministre, ministre ya Intérieur mpe na oyo ya M. Cishambo, gouverneur ya etuka. Nani ayebi te ete basalaka lisusu na mabonga wana te ?"" amituni mokambi oyo ya DGM na AFP. M. Ramazani, ye moko mpe alobi na AFP ete ezali ""sango ya lokuta"". Matata mazali kati mabota ya kala ya politiki ya mokonzi ya kala na FCC na oyo ya mokonzi ya sika Felix Tshisekedi CACH, nsima na maloba ya mokambi ya ekolo mpo makoki ya kopanza Assemblée nationale."	https://www.voalingala.com/a/pprd-ebengi-fake-news-bobotoli-ya-passeport-mpe-bopekisi-ramazani-shadary-kozwa-avion/5260264.html
business	Botongami ya pont Kinshasa-Brazzaville bokobanda na 2020, kolanda BAD	"Misala ya botongi pont (gbagba) kati na Kinshasa mpe Brazzaville mikombanda na août 2020, eyebisi prédisent ya Banque africaine de développement (BAD), Akinwumi Adesina, nsima ya bokutani na ye na  président Denis Sassou Nguesso ya Congo-Brazzaville na Oyo o’mokolo ya eyenga. ""Toyokani mpo na kopesa misolo ya botongi pont-route rail oyo ekokutisa Kinshasa na Brazzaville mpo na motango ya 550 millions ya ba dollars(…) BAD ekopesa kino 210 millions ya ba dollars,"" elobi M. Akinwumi Adesina na bolutani na bapanzi sango. Mokambi ya BAD apesi losako na ba tata bakonzi Sassou Nguesso mpe Felix Tshisekedi ya RDC mpo bolingo na bango makasi na ntina ya kokokisa misala myango. "	https://www.voalingala.com/a/botongami-ya-pont-kinshasa-brazzaville-ekobanda-na-2020-kolanda-bad/4914278.html
business	USA epesi etumbu na Alain Mukonda mpo na kosunga Dan Gertler na misala kobomba misolo	Département ya Trésor ya Etats-Unis esakoli ete epesi etumbu na moyi RDC Alain Mukonda mpo na lisungi apesaki moyi mombongo Dan Gertler na kobomba misolo. Département Trésor ya Etats-Unis elobi ete Alain Mukonda abombaki kati na $11 million mpe $13.5 million na ba comptes akelaki nzokande ezalaki nde ya libota lya Gertler. Alain Mukondo azali moto way ambo ya kopesama etumbu ntango président Joe Biden alingi kosala likita mpo na démocratie. “Trésor ezali kopesa maboko na na misala mya kobundisa kaniaka miye mizali kosalama nsima na meba ya lolelenge ya politiki baye bazalaki kozwa mbano na ndenge ya mabe kaka mpo na bango moko kowuta na libenga lya l’Etat, » elobi na liyebisi Secretaire d’Etat molandi ya Trésor, Wally Adeyemo. Ba compagnies zomi na mibale ezali na boyokani na M. Mukonda na RDC mpe Gibraltar epayi wapi batiami mpe na mokanda ya etumbu. Etats-Unis epasaki etumbu na M. Gertler mpe ba compagnies misusu koleka 30 ma décembre 2017 mpe na juin 2018. Etats-Unis efundaka bango na koselela bondeko na bango na mokonzi ya kala Joseph Kabila mpo na kozwa misolo na misala mya makele to ba mines. M. Gertler awangaka yango. Mobu moye alakaki kofungola bozwi to ba compagnies na ye na bana ba congo baye bakolinga kotiyw misolo na kati mpo na kopekisa ete bapaya bazwa misolo mya makele ma RDC. M. Mukonda lokola mpe M. Gertler batangami mpe na rapport ya ba media «Congo Hold-up” na BGIF Bank na Sikomines ya ba Chinois. Inspecteur general ya Finances ya RDC, Jules Alingeti Keyi, alobaki ete rapport yango ezali na makambo misusu ya solo te.	https://www.voalingala.com/a/usa-epesi-etumbu-na-alain-mukonda-mpo-na-kosunga-dan-gertler-na-misala-kobomba-misolo/6341507.html
business	Kimbembe Mazunga na Laya Sinsu batiami na Makala	"Bakambi babale ba SCPT, Onatra ya kala, Jean Kimbembe Mazunga mpe Laya Sinsu batiami na bokangami ya kozela na bokolo bonene ya Makala (na Kinshasa) wuto mokolo mwa yambo na mposo. ""MM. Kimbembe Mazunga na Laya Singu, bakambi babale (DG ya kala) ya SCPT (Onatra ya kala) batiami na bokangami ya kozela mpe bakotisami na boloko ya Makala wuto mpokwa ya lelo na mitindo ya Procureur général ya Matete mpo na bopengwisami ya misolo mya l’Etat, moko 8 million S mpe mosusu 6 milliards FC,"" ekomi mokambi ya ACAJ (Association mpo na accès à la justice), Me Georges Kapiamba. Matata mazalaki likolo ya misolo miye wuto mwa ba sanza. Basali ya SCPT mpe bazalaki kofunda yango wuto kala. M. Kimbembe azalaka mokambi ya engumba Kisnahsa kala."	https://www.voalingala.com/a/kimbembe-mazunga-na-laya-sinsu-batiami-na-makala/5673646.html
business	Matungulu alimboli boponami na ye mpo na kokamba BAD	"Prof. Freddy Matungulu Ilankir andimi na motuna ya VOA Lingala ete bulamatari ya Congo démocratique epesi nkombo na ye mpo na kozala mokambi ya BAD (Banque africaine de développement). Kasi M. Matungulu, moko na bakambi ya longomba Lamuka, alimboli ete yango ezali nzela makambo maselaka yambo andimama na misala lokola BAD. ""Ezali solo ete mandat ya Cameroun esili. RDC nde ekozuwa libonga liye na nsima. Mpe baninga bakanisaki ete nakoki kosala eloko moko kuna,"" elobi M. Matungulu na lisolo na VOA Lingala. ""Esengeli yambo ete bopesi nkombo yango bondimama na mboka ngai nawuta. Tolikya ete BAD ekondima mpe na kokota bongo na Conseil (d’administration),"" eyebisi M. Matungulu. Ebonga yango ekozala mpo na mibu misato. ""Nasololaki yango na baninga na ngai ya Lamuka. Na Conseil d’administration (ya BAD), nakozala na ndelo mingi. Nakokoka kosala mosala ya politiki te. Ekosengela nabendana pembeni. Yango elingi koloba ete nakoka kotambwisa Lamuka te mpo na mandat ezali koya,"" elimboli M. Matungulu. Mokambi ya lisanga Congo na biso, M. Matungulu esengelaki atambwisa Lamuka mpo na sanza misatu nsima na Moïse Katumba oyo mandat na nani ekosila na nsanza ya mwambe mokoya. Bakambi ya Lamuka esengeli bakuna le 20 juillet na Lubumbashi."	https://www.voalingala.com/a/matungulu-alimboli-boponami-na-ye-mpo-na-kokamba-bad/4996705.html
politics	Likita lya kotala majorité libengisami vendredi na Assemblée nationale	Bureau d’âge ya Assemblée nationale ebengisi bakeli mibeko na likita o'mokolo mwa mitano na ntina ya kotala banani bazali ngambo ya majorité ya sika mpe baye batikali na opposition. Bureau d’âge epesi makambo masato makotalama na likita lyango. Likita kyango likotala mpe rapport ya Commission mixte Relations extérieures-ٞéconomiques, Financières mpe contrôle budgétaire mpe likolekisa na maponami mabongisi ya mobeko mokopesa nzela na bondimi ya boyokani to accord ya Zone ya Libre-échange Continentale Africaine (ZLECAF).	https://www.voalingala.com/a/likita-lya-kotala-majorit%C3%A9-libengisami-vendredi-na-assembl%C3%A9e-nationale/5746508.html
sports	RDC na Congo-Brazaville bazali na groupe moko na Libye, mpe Niger na CHAN 2020	RDC na Congo-Brazzaville babimi na groupe moko (groupe B) na Libye mpe Niger mpo na CHAN 2020, na milulu misalamaki lundi na Yaoundé, engumba mokonzi ya Cameroun epayi phase finale ya momekano moye mokosalama na sanza ya minei. Milulu myango misalamaki na CAF (Confédération africaine ya football association). Cameroun, mboka eye ekoyamba momeka mwango, ezali na groupe moko (A) na Zimbabwe, Mali mpe Burkina Faso. Ba Lions indomptables ya Cameroun bakobeta match ya kofungola momekano mwango na Zimbabwe. Groupe C ekozala na Maroc, Togo, Rwanda mpe Ouganda. Groupe D, na Zambie, Guinée, Namibie mpe Tanzanie. Mboka 16 nde ekondongwana na phase finale ya CHAN Comeroun 2020. CHAN, momokena ya lisano ya ndembo mpo bikolo ya Afrika, ekobetama wuto le 4 kino le 25 avril. Etali basani baye babetaka na kati na continent. RDC esi elonga yango mbala mibale na 2009 mpe 2016.	https://www.voalingala.com/a/rdc-na-congo-brazaville-bazali-na-groupe-moko-na-libye-mpe-niger-na-chan-2020/5293343.html
health	Bopesi mangwele ma COVID-19 bobandi na RDC	"Bopesi mangwele ma COVID-19 boabandi lundi 19 avril 2021 na Ekolo Congo démocratique. Bayi mbulamatari baike, kati na bango ministre ya mambi ma bokolo oyo azali kobimba, Dr. Eteni Longondo, mpe ba ntoma ya bikolo mya bapaya bazwi yango bato ba yambo. Mokambi molandi ya misala ya ONU na RDC, David McLachlan-Karr mpe molakisi elongi ya Union européenne, Jean-Marc Chataigner mpe basusu bazalaki wana. ""Natikala kozwa COVID-19 mpe nalingi kozwa yango te. Nazali na mibu koleka 55 mpe nakokisi maye masengami mpo na kozwa yango. Nazwi mangwele maye mpo mangwele mazali kopesama na RDC mazali makasi. Nalingi na pesa ndakisa,: elobi na bapanzi sango M. Chataigner nsima na kopesama mangwele. Ezali mamngwele makelama na AstraZeneca maye million moko na nokoto nkama sambo epesama na RDC na nzela ya COVAX."	https://www.voalingala.com/a/bopesi-mangwele-ma-covid-19-bobandi-na-rdc/5858953.html
health	Moto wa yambo azwami na Coronavirus na Afrique du Sud	"Président Cyril Ramaphosa alobi ete moto wa yambo azwami na bokono bwa Coronavirus na Afrique du Sud kasi asengi bana mboka mpe bavandi ya mboka na ye kobanga te. ""Ministre ya bokolongono abengaki nga mpe ayebisi nga ete NICD (National Intitute for Communicable Diseases) endimi ete Afrique du Sud ezwi moto wa yango na Coronavirus,"" esakoli M. Ramaphosa na libanda ya mpepo. Ezali elenge mobali ya mibu 38 oyo awutaki Italie. Moto yango akendaki koluka lisungi na lopitalo ya Kwa-Zulu Natal province le 3 mars mpo na mutu mpasi, kuna bokono bwa corovirus bondimamaki nsima ba examens ya makasi. Elongo na mwasi wa ye bazalaki kati bato zomi baye bawutaki Italie le 1er mars. Topesi sango na lombango mpo ete bato babanga te kasi bamibongisa soki bamoni moto na bilembo biye baluka na lombango lisungi ya minganga, eyebisi M. Ramaphosa. Président Ramaphosa alobi mboka na ye elakisi ete emilengeli mpe ekokoba komilengele mpo kobundisa bokono boye. Coronavirus ya mbala oyo ebandaki na Chine na sanza ya zomi na mibale kasi epanzani na lobango na mokili mobimba. Bato 90.000 bazwi na mokili mobimba kasi mingi koleka na Chine mpe bato 3.000 bakufi na yango. Na Afrika esi ekomi na Egypte, Maroc, Algérie, Tunisie, Sénégal, Nigeria mpe sika na Afrique du Sud. Coronavirus ekomi nanu te na ekolo Congo démocratique, kasi ba Chinois banei bawutaki mboka na bango kala mingi te batiyami na botalami mpe pembeni kati na Tshikapa mpe na Kananga, na etuka ya Kasaï. Mokambi ya etuka ya Kasaï Dieudonné Pieme ayebisi VOA Lingala ete bamoni nde na malaria. Nzoka na bakonzi ya Congo-Brazzaville ete baokityami na quarantaine bato banso bakowuta mobembo na France, Italie, Chine, Coréee du Sud mpe Iran, esika wapi coronavirus ezwi bato mingi mpe ebomi mingi."	https://www.voalingala.com/a/moto-wa-yambo-azwami-na-coronavirus-na-afrique-du-sud/5316532.html
sports	"JO Tokyo 2020 : Nageuse Stefan Sangala ya Congo ""ameli mayi” kasi Sud-africaine Emma Chelius aleki"	Nageuse ya Congo-Brazzaville Stefan Sangala abendi mokila na momekano ya 50 m na mayi na Jeux Olympiques ya Tokyo 2020. Na mibu 26, Stefan Sangala asali 37'',92 minutes mpe abimi na molongo ya sambi. Stefan Sangala alongwe. Azalaki yambo na moto ya suka Nada Mohammed W S Arakji ya Qatar oyo azalaki ten a bopoti yango. Momekano mwango molangami na moyi Rwanda Alphonsine Agahozo na 30'',50. Na molongo ya mibale ezalaki na elenge mwasi Osisang Chilton ya Palau oyo asali 30'',67. Kasi bango banso baleki na etapi ya mibale te. Elenge mwasi ya Safrique du Sud Emma Chelius nde aleki, azalaki na molongo ya misato na 24’’65 ya serie ya zomi na bopoti mosusu.	https://www.voalingala.com/a/jo-tokyo20-nageuse-stefan-sangala-ya-congo-ameli-mayi-kasi-sud-africaine-emma-chelius-aleki/5985305.html
