category	headline	text
entertainment	Headies 2019: Adekunle Gold,Teni,Burna Boy,tá ní yóò gbà àmì ẹ̀yẹ̀ olórin to fakọyọ?	Oni loni njẹ ẹni a bẹ lọwe nidi ayẹyẹ fawọn akọrin to lamilaka lorileede Naijiria eleyi ta mọ si 'Headies' Awọn olorin Yoruba to fi mọ akẹgbẹ wọn lorileede Naijiria yoo jijọ figagbagba lati gba ami ẹyẹ ni isọri orisirisi to fi mọ takọrin to fakọyọ ju lọ. Ayẹyẹ naa yoo waye lalẹ oni ni ile itura Eko Hotel. Lara awọn ti wọn ti fi orukọ wọn ṣọwọ fami ẹyẹ yi la ti ri Adekunle Gold,Patoranking, Teni 'Oba Orin' ati Burna Boy. Loju opo Twitter awọn ololufẹ olorin kọọkan ti n ba ara wọn jiyan pe olorin tawọn nifẹ ni yoo gba ami naa. Igba ẹlẹkẹta re e ti wọn yoo ṣeto ami ẹyẹ yi. Saaju asiko yi,Hip Hop World Awards  ni orukọ ti wọn n pe ayẹyẹ yi ti Hip TV si jẹ agbatẹru rẹ. Gbajugbaja elere sinima nii Nancy Isime ati olorin raapu Reminisce ni yoo ṣe atọkun eto naa ti yoo waye lalẹ oni tii ṣe ọjọ Abamẹta ọjọ kejidinlogun oṣu Kẹwa.
entertainment	Nollywood: Kìí ṣe nǹkan ìtìjú pé èmi ni mò ń gbọ́ bùkátà ẹbí mi - Nkechi Blessing	"Gbájúgbajà  òṣèré  Nollywood Yoruba Nkechi Blessing Falegan pe kò sí ǹǹkan ìtìjú fún òun láti jẹ́ ẹni to n gbọ́ bùkátà àwọn ẹbi òhun. Ojú òpó Insagram rẹ ló ti fi ìdí ọ̀rọ̀ yìo múlẹ̀ lásìkò tó n ṣe ìránti oṣù kan ti ìyá rẹ re ibi àgbà n re. Gbajúgbajà òṣèré náà pàdánù ìyá rẹ lẹ́yín ọjọ́ díẹ̀ sí ayẹyẹ ọjọ́ ìbí rẹ̀, tí ó sì ṣe ẹ̀yẹ ìkẹyìn fún ìyá rẹ ni ọ̀eẹ̀ tó kọjá. Lẹ́yìn ayẹyẹ ọkú náà ni òṣèré ọhún lọ sí ilẹ Gẹ̀ẹ́sì láti lọ bá ọkọ rẹ David Adelegan tí kò sí nibi ayẹyẹ ìsìnku ìyá Nkechi Blessing. Ó ṣàlàyé pé, ìyá òun àti ẹbi tí òin nílò láti gba bùkàta wọn ó fàá tí òun fi n ṣe iṣẹ àṣefẹ́ẹ̀kú, kìí ṣi ṣe ohun ìtìjú rárá. Ní báyìí òṣeré náà ni òun ṣeetan láti padà sí ẹnu isẹ́ àti láti tẹ̀síwájú lẹ́nu iṣẹ́. Nkechi Blessing dúpẹ́ lọ́wọ́ gbogbo àwọn ènìyàn tó dúró tìí lásìkò ìsìnkú ìyá rẹ̀. Nítorí owó, ọlọ́pàá obìnrin kan pa mọ̀lẹ́bí rẹ̀ márùn-ún àti ọ̀rẹ́kùnrin rẹ̀ Ṣé ẹ ti gbọ́ nípa bí ""Flubot Malware"" ṣe lè kọlu fóònù yín lójijì? - NCC Ọ́ọ́físà tó lu Clement awakọ̀ Uber níbi EndSARS gba ìwé máa lọ ilé ná"
entertainment	Peter Fatomilola: Àsìkò ti tó kí ìpinyà wa, kí kaluku mójútó ọ̀rọ̀ ajé rẹ̀- Peter Fatomilola	Owó táwọn Òyìnbó jẹ Babańlá Yorùbá ní àwọn ọmọ Yahoo-yahoo ń gbà padà- Peter Fatomilola 'Robbery' burú ju Yahoo lọ, iṣẹ́ ọpọlọ lọmọ Yahoo fi ń gba owó ìran baba wọn padà lọ́wọ́ Oyinbo amúnisìn Oyinbo ko iran baba nla Yoruba lẹru fun ọdun 500 pélu ọpọlọpọ iya- Peter Fatomilola Agbaọjẹ oṣere ati olukọ Yoruba, Alagba Peter Fatomilola lo sọrọ nipa awọn ọmọ Yahoo ati ọrọ ki Yoruba da duro. O ni iṣẹ ọpọlọ lawọn ọmọ Yahoo n ṣe lati gba owo ti iran oyinbo jẹ baba nla iran Yoruba ti wọn ko lẹru. O ni ọmọ Yoruba ko ṣa a deede maa ṣe yahoo. airise se lo n fa a. Fatomilola ni Obi. alagbatọ ati Ijọba lo fa ohun to n sun awọn ọdọ si iṣẹ yahoo. Peter Fatomilola ni gbogbo ọna loun fi faramọ 'Yoruba Nation' O ni ko si ohun to buru ninu ti iran Yoruba, Igbo ati Hausa ba ni ki onikaluku lọ da ọmọ iya ẹ gbe. O ni ti onikaluku ba pin lọtọọtọ, ẹnu a ka awọn adari wa, a maa le fẹnuko ba wọn wi. Lori ọrọ Sunday Igboho: Sunday Igboho kii ṣọmọ ale rara ni Peter Fatomilọla fi bẹrẹ ọrọ lori ọrọ Sunday Igboho ti apeja rẹ n jẹ Oloye Sunday Adeyemọ. Peter Fatomilola ni gbogbo ara ni oun fi faramọ ijijangbara awọn akoni ọdọ Yoruba bii Sunday Igboho. Peter Fatomilola ni igba gbogbo ni oun maa n gbadura fun Sunday Igboho nitori pe Yoruba Nation se koko bayii. O ni ki a kọkọ ja fun orilẹ-ede ti wa ki a to maa yanju ọrọ tani yoo ṣe olori orilẹ-ede Yoruba Nation.
entertainment	Jude Chukwuka: Wò ó bí oríkì àwọn ìlú Yorùbá ṣe yọ̀ lẹ́nu ọmọ Igbo jú ọmọ onílùú lọ	Jude Chukwuka, tii se ọmọ Igbo, amọ to gbọ ede Yoruba tun ti gbe tuntun de. Lọtẹ yii, Oríkì Ooni, Alaafin, Eko àti Ọlọ́fàmọjọ̀ ni Chukwuka fi n panu, eyi to yọ lẹnu rẹ ju tawọn ọmọ onilu lọ. Chukwuka ninu fidio yii ki ilu Ile Ife, Oyo, Eko ati ọba wọn, bakan naa lo ki awọn ọmọ Ọlọfamọjọ titi, ti ori eeyan fi wu. Iyalẹnu si ni yoo jẹ fun ojulowo ọmọ Yoruba ti ko mọ oriki ilu tabi ọba alade kankan, pe ọmọ ẹya Igbo tun mọ awọn oriki Yoruba ju ọmọ Kaarọ Oojire lọ. Àwọn ìtàn mánigbàgbé tì ẹ leè ní ìfẹ̀ síí:
entertainment	Chief Kanran: Mi ò ṣagbe àmọ́ mo nílò ìrànlọ́wọ́ ọmọ Yorùbá	"Ẹ́ wo ìrírí tó mú àgbà òṣèré Chief Kanran dí ẹni tí kò rí ilé gbé mọ́, ti irinṣẹ́ jóná Afiniṣẹ̀sín ní ọ̀pọ̀lọpọ̀ ọmọ Yorùbá pàápàá àwọn ọ̀rẹ́ àwa òṣèré tíátà- Olusegun Akinremi Agbaọjẹ oṣere lorilẹede Naijiria, Olusẹgun Akinrẹmi ti gbogbo eniyan mọ si Chief Kanran ti sọ iriri ati ilakọja rẹ fun awọn ọmọ Yoruba. Chief Kanran sọ awọn ọrọ yii lasiko ifọrọwanilẹnuwo ti BBC News Yoruba ṣe pẹlu wọn ni ile ijọsin ti wọn n gbe. Kanran sọ iriri rẹ bi oun ṣe di ẹni ti ko ri ile gbe mọ ati bi ohun gbogbo ṣe daru fun oun ni nkan bi ọdun melo ṣẹyin. Kanrani ni: ""Lẹyin nkan bu oṣu diẹ ti mọ de lati Canada, ile iṣe ipolowo ọja ati yiya ere amohunmaworan mi jona raurau, ti irinṣe to le ni miliọnu lọna ọgbọn Naira si jọna patapata.'' ""Ko pẹ diẹ si asiko yii ni awọn adigunjalẹ bẹrẹ si ni koju ija si mi, nitori wọn rọ wi pe emi ni mọ ni ile ti mo n gbe ati awọn ẹru ti wọn n ko wa lati oke okun to jẹ ti onile ti a n gbe naa.'' ''Eyi lo mu ki n sakuro ni awọn ile ti mo n gbe naa, ti mo si sa asala fun ẹmi mi nipa sisalọ si ile ijọsin ni ibi ti mọ n gbe lọwọlọwo.'' Chief Kanran lasiko to n bere iranwọ lọwọ awọn ọmọ Naijiria sọ wi pe gbogbo ohun ini oun ni awọn ti oun ya owo ni ọwọ wọn lati ṣe sinima gba pada, ti oun si da ẹni ti ko ni ọkọ ayọkẹlẹ mọ. O fikun wi pe ninu ipọnju yii ni oun wa fun ọpọlọpọ igba, ti iyawo meji ti oun ni si saisan ti wọn si ku. ""Idojukọ ti mo dojukọ ni lo mu mi ke gbajarẹ si awọn ọmọ ile Yoruba lati jọwọ ṣeranwọ fun mi nipa pipese irinṣẹ ti mo nilo lati bẹrẹ si ni ṣe ere oritage pada ati ṣiṣẹ awọn sinima.' Bakan naa ni Chief Kanran fikun wi pe lọpọ igba ijọba kii ṣe iranwọ fun awọn oṣere bi ko ṣe pe asiko ti wọn ba ṣe aisan tabi ti wọn ba ku , ki wọn to dide iranlọwọ si wọn. Amọ, agbaọjẹ naa sọ di mimọ pe oun ko tọrọ jẹ, bẹẹ ni oun ko ṣe agbẹ, ohun ti oun nilo lọwọ awọn ọmọ Yoruba ni iranlọwọ lati ra irinṣẹ ti yoo mu ohun pada si ipo. Agbaọjẹ oṣere lorilẹede Naijiria, Olusẹgun Akinrẹmi ti  ni awọn oṣere ode oni ti gbagbe awọn agbaojẹ oloṣere, ti wọn ko si naani wọn mọ. Chief Kanran ni kii ṣe pe mama Ẹfunṣetan Aniwura ko le e kopa ninu ere mọ, amọ awọn eniyan ni ko pe wọn si iṣẹ. Bakan naa ni wọn fikun pe afiniṣẹsin ni ọpọlọpọ awọn oṣere ni Naijiria, ti wọn si n wa isubu ẹnikeji wọn. O ni oun ko fẹ iranwọ ẹgbẹ awọn oṣere ni Niajiria ati wi pe awọn ọmọ Yoruba ni oun fẹ ki wọn ran oun lọwọ lori iṣẹ oun. Chief Kanran wa rọ awọn ọmọ Yoruba lati fi ọwọ sọwọpọ, ki wọn sọra fun gbogbo iwa ibajẹ ki wọn le de ibi aṣeyọri."
health	Queen Ereba Psoriasis: Níṣe ló dàbíi pé mo wà nínú àhámọ́ tí mi ò ṣẹ̀dá fúnra mi	"Ṣe lo kan dede bẹrẹ si ni ri nkan kurukuru lara rẹ. Amọ ko si bi wọn ṣe lo gbogbo ipara ati ogun apakokoro ara to wa ni Naijiria to, ko ran an. Igba yẹn gaan lo ṣẹṣẹ wa mọ pe o ju agbara oun lọ. Àfi ṣuuuu ti gbogbo ẹ bo ara rẹ latori de ọmọ ika ẹsẹ. Aarun ipẹpẹ gbigbẹ lara eyi ti awọn dokita pe ni Psoriasis lo kọlu Queen Ereba. Eyi si fa irẹwẹsi si aye rẹ tori ko si agọ ara rẹ kankan ti aarun yii ko lẹ mọ. Bíbéèrè ìbálòpọ̀ láti ṣe ìwé ìrìnà sọ òṣìṣẹ́ iléèṣẹ́ ọmọ Nàìjíríà dèrò ilé O ro pe o ti tan fun oun laye koda wipe ala oun ko lee laye di mimuṣẹ. Ko lee ṣe ohun gbogbo bo ṣe wu u, ko lee wọ iru aṣọ to ba yan laayo lati wọ. Koda o ni lati pa ileewe ti nigba kan nitori aisan yii. Queen Ereba pada di onkọwe ati ololufẹ ohun meremere. Nibi ti aarun yii ba a finra de, o ti ṣe iwe jade ti akọle rẹ n jẹ ""Psoriasi, finding your light"". Wo ìdí tí akẹ́kọ̀ọ́jáde 96 kò fi ní leè ṣe àgùnbánirọ̀ wọn l'Ogun Àwọn oniròyìn ló tú àṣírí ààbò Prof Peller, tí wọn fi ri pa - Lady Peller"
health	Vagina facts: Ǹkan pàtàkì márùn-ún tí gbogbo obìnrin tó ní ojú ara gbọ́dọ̀ mọ̀	"Oriṣiriṣi ẹ̀kọ́ ati ilana lo wa lori ayelujara nipa oju ara obinrin. Idi di niyii ti onimọ kan nipa ilera obinrin, Dokita Jen Gunter ṣe sọ fun BBC, iru amojuto to yẹ fun oju ara obinrin. Oju ara ni eyi to wa ni inu ara ninu lọhun - iho to so ile ọmọ pọ mọ ita gbangba. Nkan ti o le ri nita ti o ba bọ awọtẹlẹ rẹ ni wọn n pe ni vulva. Ọpọlọpọ obinrin lo gbagbọ pe awọn nilo lati fi oriṣiriṣi nkan fọ tabi fi pa oju ara wọn ki o le maa rùn daadaa. Ṣugbọn awọn onimọ iṣegun oyinbo ma n sọ pe funra oju ara obinrin lo n ṣe iwẹnumọ ara rẹ. Onimọ kan, Jen Gunter tọka si wipe lilo ipara oloorun, jijoko sori omi to lọwọrọ, tabi awọn ilana igbalode mii ti awọn obinrin n lo ni asiko yii lewu pupọ. O ṣalaye pe omi nikan, lai lo ọṣẹ ti to lati fi fọ oju ara lasiko to ba ṣe koko. Ọṣẹ ma n fọ awọn asiidi to yẹ kuro ni oju ara ni. Awọn asiidi yii lo duro gẹgẹ bi aabo fun awọ oju ara yii. Iwadii fihan pe ni gbogbo wakati mẹrindinlọgọrun ni awọn ẹya ara aifojuri 'cell' to wa ni oju ara obinrin ma n paarọ ara wọn. Oriṣiriṣi awọn kokoro aifojuri to dara lo wa ni oju ara obinrin. Iṣẹ ti wọn si n ṣe ni lati fun un ni ilera to peye. Awọn kokoro aifojuri dara-dara yii ma n pese awọn eroja to n doju ija kọ kokoro aifojuri ti ko dara, to le fa aarun. Bakan naa ni eroja to da bi ikun 'mucus', ti kii jẹ ki oju ara ko gbẹ. Idi si niyii ti ko fi dara lati maa fi eroja apakokoro nu oju ara. Ti o ba ro pe oju ara rẹ tutu boya nitori oru, o le gbiyanju lati fẹ atẹgun si i. Gunter ṣakiyesi pe ọpọ obinrin ti gba aṣa fifa gbogbo irun abẹ wọn. Lootọ ni ṣiṣe bẹẹ n le kokoro 'ina' jina, ṣugbọn o tun n pa oju ara diẹdiẹ. To ba pọn dandan fun ọ lati fa irun abẹ rẹ, lo bileedi to mọ, ki o si fa a lati isalẹ nitori ki kokoro ma ba so mọ iyoku irun to wa nibẹ. Fun awọn to n lo ilana igbalode 'wax', ẹ rii daju pe irinṣẹ ti wọn lo fun yin mọ daadaa. Gunter sọ pe o ni idi ti awọn irun naa fi wa nibẹ. ""O le jẹ pe o ni ojuṣe lasiko ibalopọ, o si le jẹ aabo fun awọ ara"". Lẹyin ọpọlọpọ ọdun ti obinrin ti n ṣe nkan oṣu, to tun ti bimọ, ile ọmọ obinrin ko ni ye ẹyin mọ, bẹẹ ni nkan oṣu yoo dawọ duro. Bi awọn eroja to n ṣe iranlọwọ fun ọmọ bibi ṣe n dinku, yoo ma a ni ipa lara oju ara ati ayika rẹ. Niṣe ni oju ara naa yoo ma a gbẹ, o si le fa irora lasiko ibalopọ nitori ko si nkan to mu ko 'tutu'. Amọ, pẹlu iranlọwọ awọn eroja to n mu ki oju ara tutu fun ibalopọ 'lubricant', obinrin to ti dawọ nkan oṣu duro le gbadun ibalopọ. O le awọn eroja naa ra ni ile itaja ogun."
health	Coronavirus: Àwíjàre ọlọ́pàá ni pé dókítà múra bíi onínàbì láago mẹ́wàá alẹ́	"Oniruuru ẹmi ni arun Coronavirus ti gba, boya lati ipasẹ kiko arun naa ni abi ni ọna miran. Sugbọn eyi to se ni laanu ni  awọn ẹmi to bọ sọwọ awọn agbofinro lasiko ti wọn n se isẹ wọn lati ri daju pe awọn eeyan tẹle ofin fidimọle. Sugbọn eyi to se laanu ninu gbogbo rẹ ni ti obinrin alaboyun kan ati ọmọ inu re to dero ọrun lasiko to n rọbi lọwọ lọjọ to kẹyin osu kẹjọ ọdun 2020. Idi ni pe dokita obinrin kan to yẹ ko sare lọ sile iwosan lati sisẹ abẹ fun alaboyun naa lasiko isede nitori Coronavirus, lo bọ sọwọ awọn ọlọpaa to da duro ladugbo Ikeja nilu Eko. Gbogbo ẹbẹ dokita naa sawọn ọlọpaa ọhun pe oun fẹ sare lọ dahun ipe pajawiri to le la ẹmi lọ nile iwosan lo ja si pabo. Bi o tilẹ jẹ pe wọn papa fi dokita naa silẹ lẹyin wakati kan amọ ẹpa ko boro mọ nitori oku alaboyun ati ọmọ inu rẹ lo ba nile iwosan naa. Gẹgẹ bi iwe akọroyin fun iwe iroyin Punch ti salaye isẹlẹ isẹlẹ naa, se ni dokita obinrin naa bu sẹkun nigba to de ile iwosan, to si gbọ nipa ohun to sẹlẹ si tiya tọmọ. Ẹnikan ti isẹlẹ naa soju rẹ sọ fun akọroyin naa pe isẹlẹ naa waye ni deede aago mẹwa kọja isẹju mẹẹdogun lalẹ. O ni awijare awọn agbofinro naa ni pe dokita obinrin yii ko mura bii alakọwe, o si seese ko jẹ pe oninabi ni. Baba Adeboye, gẹgẹ bi ọpọlọpọ ṣe maa n pe iranṣẹ Ọlọrun naa ṣalaye ninu fidio to gbe jade pe ko si buburu kan ti yoo kan awọn to ba gbagbọ ninu Ọlọrun. O ni 'Mo fẹ fi asiko yii fi daa yin loju pe, ko si arun Coronavirus kankan ti yoo de ọdọ yin; nitori pe ẹ n gbe ninu ibi ikọkọ Ọga ogo."" Eyi gan an lo n fa awuyewuye lori ayelujara lori bi awọn eeyan ṣe n sọrọ pe ohun ti iranṣẹ Ọlọrun yii sọ ninu fidio naa ko tọna. Amọṣa ohun to wa ninu fidio yii nikan lawọn to n tako iranṣẹ Ọlọrun naa n wo, wọn ko wo ẹsẹ ọrọ rẹ to ti sọ wi pe, yatọ si pe Ọlọrun n ṣọ awọn tirẹ, gbogbo awọn eeyan lo gbọdọ tẹle ilana imọtoto to yanranti nitori imọtoto lo kangun si iwa mimọ. Ohun ti Pasito Adeboye n gbiyanju lati sọ ni wi pe yatọ si iwa mimọ, gbigbe igbe aye imọtoto ṣe pataki lati bori arun Coronavirus. Amọṣa ọpọ eeyan lo foju fo amọran rẹ lori ṣiṣe imọtoto ara ẹni ati ayika ẹni, fido ọhun nikan wọn gbajumọ. Ninu amọran to tẹlẹ fidio naa ni baba Adeboye ti sọ pe ""Ẹ maṣe gbagbe pe ara gbigbe labẹ ojiji Ọlọrun ni pe ki ẹ maa gbe igbe aye imọtoto."" Baba tẹsiwaju pe yatọ si jijẹ ọmọ Ọlọrun, o yẹ ki awọn eeyan maa ṣe awọn nnkan bi fifọ ọwọ ẹni pẹlu ọṣẹ ati omi, ati jijẹ ki ayika ẹni wa ni mimọ. Pasitọ EA Adeboye jẹ ọkan pataki lara awọn iranṣẹ Ọlọrun to lokimi nilẹ Naijiria ti okiki rẹ si kan de oke okun."
